transaction_id,date,amount,type,description
TXN00971,2024-08-31,81697.57,outflow,Utility bill
TXN00972,2024-12-03,18469.25,outflow,Vendor payment
TXN00973,2024-08-29,11157.02,outflow,Office supplies
TXN00974,2024-05-27,26658.01,inflow,Invoice settlement
TXN00975,2024-10-08,107934.73,inflow,Service fee collected
TXN00976,2025-08-26,152209.83,inflow,Consulting fee
TXN00977,2025-01-18,51447.18,outflow,Rent payment
TXN00978,2024-11-20,10044.38,outflow,Insurance premium
TXN00979,2025-11-30,44524.79,inflow,Service fee collected
TXN00980,2024-05-28,22444.27,inflow,Project milestone payment
TXN00981,2025-01-11,30267.42,outflow,Salary payment
TXN00982,2025-10-22,22669.33,outflow,Salary payment
TXN00983,2025-11-09,53236.34,outflow,Salary payment
TXN00984,2025-12-08,19891.55,outflow,Office supplies
TXN00985,2024-09-16,11211.49,outflow,Marketing expense
TXN00986,2025-10-16,81525.36,outflow,Utility bill
TXN00987,2025-12-02,45737.07,inflow,Invoice settlement
TXN00988,2025-03-29,87957.03,inflow,Subscription revenue
TXN00989,2024-09-18,11478.21,inflow,Invoice settlement
TXN00990,2024-10-31,18201.79,inflow,Invoice settlement
TXN00991,2025-03-25,7989.29,outflow,Vendor payment
TXN00992,2024-02-04,16747.02,inflow,Client payment received
TXN00993,2025-05-18,12814.52,outflow,Vendor payment
TXN00994,2024-12-06,15537.38,outflow,Rent payment
TXN00995,2024-06-13,21346.0,outflow,Travel expense
TXN00996,2024-03-08,13364.49,inflow,Consulting fee
TXN00997,2025-07-14,12017.62,outflow,Insurance premium
TXN00998,2025-12-12,58668.49,inflow,Client payment received
TXN00999,2025-10-18,137473.42,outflow,Insurance premium
TXN01000,2025-10-18,76049.17,inflow,Subscription revenue
TXN01001,2024-07-23,29936.45,outflow,Utility bill
TXN01002,2025-08-12,27790.54,inflow,Invoice settlement
TXN01003,2024-09-12,4515.65,outflow,Software subscription
TXN01004,2025-08-31,18775.09,outflow,Utility bill
TXN01005,2025-04-07,9721.05,outflow,Software subscription
TXN01006,2024-09-23,101010.02,inflow,Consulting fee
TXN01007,2024-12-01,100698.76,outflow,Office supplies
TXN01008,2024-03-27,14623.42,inflow,Invoice settlement
TXN01009,2025-02-06,21657.3,outflow,Office supplies
TXN01010,2024-01-22,7417.81,outflow,Travel expense
TXN01011,2025-10-24,55545.53,outflow,Office supplies
TXN01012,2024-04-01,59798.43,outflow,Office supplies
TXN01013,2024-09-25,34742.18,outflow,Software subscription
TXN01014,2024-02-20,49994.24,inflow,Subscription revenue
TXN01015,2025-09-06,34754.4,inflow,Client payment received
TXN01016,2025-01-11,59540.65,inflow,Consulting fee
TXN01017,2024-04-30,27621.61,inflow,Consulting fee
TXN01018,2025-03-21,16348.63,outflow,Insurance premium
TXN01019,2025-11-20,78112.91,outflow,Office supplies
TXN01020,2025-12-31,103182.63,inflow,Service fee collected
TXN01021,2024-10-21,18143.5,outflow,Vendor payment
TXN01022,2024-05-13,220795.65,inflow,Invoice settlement
TXN01023,2025-09-06,18105.09,inflow,Service fee collected
TXN01024,2025-11-24,326402.79,inflow,Invoice settlement
TXN01025,2025-02-22,7787.22,outflow,Salary payment
TXN01026,2024-10-24,25496.3,outflow,Office supplies
TXN01027,2025-09-24,31701.99,outflow,Office supplies
TXN01028,2025-01-13,29094.59,outflow,Insurance premium
TXN01029,2024-03-28,43616.75,inflow,Invoice settlement
TXN01030,2024-11-27,79283.39,outflow,Vendor payment
TXN01031,2025-12-04,73486.0,inflow,Subscription revenue
TXN01032,2025-12-26,79005.57,inflow,Consulting fee
TXN01033,2024-09-19,19805.96,inflow,Consulting fee
TXN01034,2024-03-01,82420.87,inflow,Invoice settlement
TXN01035,2025-04-27,15468.47,outflow,Salary payment
TXN01036,2024-01-06,113533.45,inflow,Consulting fee
TXN01037,2025-01-25,153587.25,inflow,Subscription revenue
TXN01038,2025-11-18,51079.66,inflow,Consulting fee
TXN01039,2024-02-12,33491.26,outflow,Marketing expense
TXN01040,2024-06-22,27647.56,outflow,Utility bill
TXN01041,2025-04-24,33845.63,inflow,Service fee collected
TXN01042,2025-12-28,24010.58,outflow,Software subscription
TXN01043,2024-09-23,11694.97,inflow,Client payment received
TXN01044,2024-05-10,12977.75,outflow,Marketing expense
TXN01045,2025-01-04,23796.24,outflow,Marketing expense
TXN01046,2024-09-26,69294.69,outflow,Marketing expense
TXN01047,2025-06-13,51172.9,inflow,Invoice settlement
TXN01048,2024-11-19,71165.63,outflow,Insurance premium
TXN01049,2024-06-03,5463.59,outflow,Insurance premium
TXN01050,2024-02-24,141913.52,inflow,Client payment received
TXN01051,2024-08-23,70056.88,inflow,Subscription revenue
TXN01052,2024-09-23,102672.61,inflow,Subscription revenue
TXN01053,2025-03-22,5202.76,inflow,Subscription revenue
TXN01054,2024-02-11,24484.28,inflow,Project milestone payment
TXN01055,2025-07-28,9520.05,outflow,Insurance premium
TXN01056,2024-04-25,38882.6,outflow,Software subscription
TXN01057,2024-05-06,60463.42,inflow,Invoice settlement
TXN01058,2024-10-17,120201.27,inflow,Invoice settlement
TXN01059,2025-06-04,16265.18,outflow,Office supplies
TXN01060,2025-08-20,42463.47,outflow,Salary payment
TXN01061,2025-06-22,22080.85,outflow,Software subscription
TXN01062,2025-03-02,56306.54,outflow,Office supplies
TXN01063,2025-05-25,38218.31,outflow,Utility bill
TXN01064,2024-01-27,17575.34,inflow,Project milestone payment
TXN01065,2024-05-04,48472.07,inflow,Consulting fee
TXN01066,2024-04-18,7276.84,outflow,Software subscription
TXN01067,2024-01-30,119834.68,inflow,Project milestone payment
TXN01068,2025-11-06,48745.31,outflow,Marketing expense
TXN01069,2025-08-31,38690.39,outflow,Utility bill
TXN01070,2024-02-14,45932.45,outflow,Insurance premium
TXN01071,2024-11-28,34175.55,outflow,Software subscription
TXN01072,2024-08-04,6855.33,outflow,Marketing expense
TXN01073,2024-11-26,61964.53,outflow,Rent payment
TXN01074,2025-07-14,12224.45,outflow,Vendor payment
TXN01075,2024-04-04,15999.41,inflow,Invoice settlement
TXN01076,2024-09-02,40205.63,outflow,Vendor payment
TXN01077,2024-04-01,21517.62,inflow,Invoice settlement
TXN01078,2024-06-15,42938.59,inflow,Subscription revenue
TXN01079,2024-10-18,51212.88,outflow,Software subscription
TXN01080,2024-05-03,72875.15,inflow,Subscription revenue
TXN01081,2024-11-13,69099.74,outflow,Software subscription
TXN01082,2025-01-02,14184.89,outflow,Utility bill
TXN01083,2025-06-08,26800.02,inflow,Subscription revenue
TXN01084,2025-02-01,29172.93,outflow,Vendor payment
TXN01085,2024-04-02,7876.28,outflow,Utility bill
TXN01086,2025-09-20,16280.99,inflow,Project milestone payment
TXN01087,2025-03-12,14953.11,inflow,Consulting fee
TXN01088,2024-12-15,5338.01,outflow,Office supplies
TXN01089,2025-10-25,18610.11,outflow,Software subscription
TXN01090,2025-05-22,22230.93,outflow,Travel expense
TXN01091,2024-03-26,42645.24,inflow,Subscription revenue
TXN01092,2024-03-22,15239.87,outflow,Insurance premium
TXN01093,2024-11-03,19992.88,inflow,Invoice settlement
TXN01094,2025-12-01,26015.0,outflow,Office supplies
TXN01095,2025-06-19,21841.0,inflow,Consulting fee
TXN01096,2024-02-18,3332.61,outflow,Salary payment
TXN01097,2025-06-09,15291.93,inflow,Subscription revenue
TXN01098,2025-02-26,49378.33,inflow,Project milestone payment
TXN01099,2025-08-05,21855.11,outflow,Utility bill
TXN01100,2024-09-17,25662.16,outflow,Travel expense
TXN01101,2024-01-17,67199.29,inflow,Project milestone payment
TXN01102,2025-04-18,47693.7,inflow,Invoice settlement
TXN01103,2025-02-06,39640.68,inflow,Subscription revenue
TXN01104,2025-12-22,31498.29,inflow,Consulting fee
TXN01105,2025-04-10,12747.32,outflow,Insurance premium
TXN01106,2025-09-30,23152.74,outflow,Utility bill
TXN01107,2024-07-10,13045.12,inflow,Client payment received
TXN01108,2025-09-10,73702.42,inflow,Project milestone payment
TXN01109,2024-04-18,14009.63,inflow,Client payment received
TXN01110,2024-01-06,147237.76,inflow,Client payment received
TXN01111,2024-06-24,21076.18,outflow,Insurance premium
TXN01112,2025-12-09,147681.12,inflow,Project milestone payment
TXN01113,2025-09-08,9331.2,outflow,Marketing expense
TXN01114,2025-09-25,82175.77,outflow,Utility bill
TXN01115,2025-12-08,12027.56,outflow,Vendor payment
TXN01116,2024-11-05,44734.66,inflow,Invoice settlement
TXN01117,2024-01-15,9860.57,inflow,Client payment received
TXN01118,2025-12-13,29122.07,outflow,Salary payment
TXN01119,2024-08-02,19688.32,outflow,Software subscription
TXN01120,2025-10-27,4793.15,inflow,Project milestone payment
TXN01121,2025-07-05,41977.14,inflow,Service fee collected
TXN01122,2025-04-19,61101.73,inflow,Subscription revenue
TXN01123,2024-01-23,15392.25,inflow,Invoice settlement
TXN01124,2025-12-20,35530.48,inflow,Subscription revenue
TXN01125,2025-04-27,29094.75,inflow,Subscription revenue
TXN01126,2025-08-22,189698.25,inflow,Service fee collected
TXN01127,2025-08-06,25818.95,outflow,Vendor payment
TXN01128,2024-02-22,21022.5,inflow,Client payment received
TXN01129,2025-10-07,11906.49,outflow,Vendor payment
TXN01130,2025-03-01,5604.81,outflow,Travel expense
TXN01131,2024-10-24,41661.76,inflow,Subscription revenue
TXN01132,2025-05-12,24184.0,outflow,Insurance premium
TXN01133,2024-08-25,8366.25,outflow,Travel expense
TXN01134,2024-01-20,8806.16,inflow,Service fee collected
TXN01135,2025-07-20,58223.28,inflow,Project milestone payment
TXN01136,2025-03-03,48166.83,outflow,Rent payment
TXN01137,2025-05-21,17476.84,outflow,Utility bill
TXN01138,2025-04-04,33071.09,outflow,Salary payment
TXN01139,2024-06-14,32762.48,inflow,Invoice settlement
TXN01140,2025-04-25,488658.96,inflow,Invoice settlement
TXN01141,2025-06-03,33424.86,inflow,Project milestone payment
TXN01142,2024-12-13,86079.36,outflow,Insurance premium
TXN01143,2024-05-14,34631.37,outflow,Vendor payment
TXN01144,2025-03-02,14274.67,outflow,Utility bill
TXN01145,2025-04-28,35301.32,outflow,Software subscription
TXN01146,2025-09-28,34282.24,inflow,Project milestone payment
TXN01147,2024-03-29,9745.21,outflow,Software subscription
TXN01148,2024-06-26,39802.36,inflow,Consulting fee
TXN01149,2025-05-18,23627.31,inflow,Subscription revenue
TXN01150,2025-05-20,34562.2,inflow,Invoice settlement
TXN01151,2025-07-24,33851.89,inflow,Client payment received
TXN01152,2025-01-02,18443.05,outflow,Utility bill
TXN01153,2025-11-24,18188.79,inflow,Consulting fee
TXN01154,2024-02-02,58489.23,outflow,Utility bill
TXN01155,2025-03-16,33774.83,inflow,Invoice settlement
TXN01156,2024-05-03,26292.29,outflow,Insurance premium
TXN01157,2024-09-21,18796.73,outflow,Utility bill
TXN01158,2024-02-17,15922.14,outflow,Travel expense
TXN01159,2024-09-30,25822.36,outflow,Travel expense
TXN01160,2025-09-10,67846.05,outflow,Salary payment
TXN01161,2025-03-24,6330.74,outflow,Rent payment
TXN01162,2024-04-18,9204.27,outflow,Rent payment
TXN01163,2025-07-29,26142.23,inflow,Client payment received
TXN01164,2024-06-20,11729.13,outflow,Office supplies
TXN01165,2025-01-05,272525.51,inflow,Service fee collected
TXN01166,2025-12-26,33336.39,inflow,Consulting fee
TXN01167,2025-05-25,32201.79,outflow,Rent payment
TXN01168,2024-06-06,17546.62,outflow,Utility bill
TXN01169,2024-05-21,2874.18,inflow,Invoice settlement
TXN01170,2025-03-25,15911.11,outflow,Salary payment
TXN01171,2024-09-08,8634.98,outflow,Insurance premium
TXN01172,2024-12-15,65725.42,inflow,Invoice settlement
TXN01173,2024-03-28,26937.58,inflow,Project milestone payment
TXN01174,2025-02-28,16885.07,inflow,Project milestone payment
TXN01175,2024-09-08,32406.74,inflow,Consulting fee
TXN01176,2025-03-07,15640.49,outflow,Software subscription
TXN01177,2025-03-15,100816.58,inflow,Subscription revenue
TXN01178,2025-04-14,34502.58,outflow,Travel expense
TXN01179,2025-11-29,266880.46,inflow,Client payment received
TXN01180,2025-03-29,74767.05,inflow,Client payment received
TXN01181,2025-06-13,32584.14,outflow,Rent payment
TXN01182,2024-12-12,85764.98,inflow,Invoice settlement
TXN01183,2025-03-20,75667.24,inflow,Client payment received
TXN01184,2025-11-07,6784.98,outflow,Software subscription
TXN01185,2025-08-11,60976.34,inflow,Project milestone payment
TXN01186,2025-12-31,7984.1,outflow,Travel expense
TXN01187,2024-10-29,6977.72,inflow,Project milestone payment
TXN01188,2025-12-18,11761.4,outflow,Marketing expense
TXN01189,2024-11-17,35079.43,outflow,Salary payment
TXN01190,2024-10-13,10118.47,outflow,Software subscription
TXN01191,2025-12-18,78492.59,inflow,Project milestone payment
TXN01192,2024-07-29,81508.16,outflow,Insurance premium
TXN01193,2025-12-15,34699.0,inflow,Project milestone payment
TXN01194,2025-02-18,25911.67,outflow,Marketing expense
TXN01195,2024-03-27,17989.08,inflow,Service fee collected
TXN01196,2025-02-03,8264.89,outflow,Software subscription
TXN01197,2025-06-16,18851.16,outflow,Marketing expense
TXN01198,2024-08-06,16657.09,inflow,Consulting fee
TXN01199,2024-11-15,19793.6,outflow,Software subscription
TXN01200,2024-01-24,17489.93,inflow,Consulting fee
TXN01201,2025-08-29,9510.15,inflow,Service fee collected
TXN01202,2025-03-08,20045.21,outflow,Rent payment
TXN01203,2024-03-02,4714.3,outflow,Marketing expense
TXN01204,2025-10-04,42898.96,outflow,Rent payment
TXN01205,2024-02-18,5698.69,outflow,Rent payment
TXN01206,2025-04-04,20063.21,inflow,Project milestone payment
TXN01207,2024-01-06,56075.73,outflow,Office supplies
TXN01208,2025-08-18,39031.05,outflow,Travel expense
TXN01209,2025-09-01,36259.53,inflow,Service fee collected
TXN01210,2024-10-18,165337.68,outflow,Software subscription
TXN01211,2025-01-21,23740.44,outflow,Office supplies
TXN01212,2024-04-17,104593.81,inflow,Consulting fee
TXN01213,2024-07-16,13345.98,outflow,Utility bill
TXN01214,2025-04-10,2025.36,inflow,Project milestone payment
TXN01215,2025-03-11,26418.79,outflow,Rent payment
TXN01216,2024-04-04,56601.39,inflow,Invoice settlement
TXN01217,2025-05-02,54843.9,inflow,Client payment received
TXN01218,2025-01-13,6950.28,outflow,Vendor payment
TXN01219,2025-08-25,238605.31,outflow,Vendor payment
TXN01220,2024-09-27,9100.59,outflow,Vendor payment
TXN01221,2025-03-26,23900.39,outflow,Insurance premium
TXN01222,2025-03-02,26917.75,outflow,Software subscription
TXN01223,2025-06-01,82392.08,inflow,Project milestone payment
TXN01224,2025-04-13,18224.04,inflow,Project milestone payment
TXN01225,2025-06-09,33468.33,outflow,Rent payment
TXN01226,2025-12-12,238184.61,inflow,Subscription revenue
TXN01227,2024-02-03,15264.44,outflow,Travel expense
TXN01228,2025-01-13,14695.72,outflow,Rent payment
TXN01229,2025-09-08,9819.53,outflow,Rent payment
TXN01230,2024-05-03,46315.86,inflow,Service fee collected
TXN01231,2024-02-11,10828.4,outflow,Rent payment
TXN01232,2025-01-15,72516.71,inflow,Service fee collected
TXN01233,2024-11-06,29118.5,inflow,Client payment received
TXN01234,2024-05-26,28583.88,inflow,Consulting fee
TXN01235,2025-03-07,13416.5,inflow,Service fee collected
TXN01236,2024-10-17,405563.04,inflow,Project milestone payment
TXN01237,2025-05-15,40210.42,inflow,Consulting fee
TXN01238,2024-12-23,14903.06,inflow,Client payment received
TXN01239,2025-03-03,27493.92,outflow,Marketing expense
TXN01240,2025-08-02,5677.73,outflow,Utility bill
TXN01241,2025-01-21,13007.63,outflow,Software subscription
TXN01242,2024-05-21,30959.54,outflow,Insurance premium
TXN01243,2025-04-05,33395.16,outflow,Software subscription
TXN01244,2024-11-29,115553.82,inflow,Consulting fee
TXN01245,2025-11-11,81215.02,outflow,Vendor payment
TXN01246,2024-08-26,19130.15,outflow,Utility bill
TXN01247,2025-07-07,88729.09,inflow,Project milestone payment
TXN01248,2025-03-29,41881.89,outflow,Rent payment
TXN01249,2024-06-18,43254.77,outflow,Marketing expense
TXN01250,2025-07-28,6725.49,outflow,Travel expense
TXN01251,2024-03-28,47073.37,inflow,Consulting fee
TXN01252,2025-07-08,17462.75,outflow,Salary payment
TXN01253,2025-08-06,62500.66,outflow,Insurance premium
TXN01254,2025-05-29,24000.9,outflow,Rent payment
TXN01255,2025-11-05,20828.19,outflow,Software subscription
TXN01256,2024-01-20,26611.74,inflow,Invoice settlement
TXN01257,2024-09-08,16405.12,outflow,Insurance premium
TXN01258,2024-03-27,24986.38,outflow,Utility bill
TXN01259,2025-02-15,28498.34,outflow,Insurance premium
TXN01260,2024-01-24,29682.17,inflow,Invoice settlement
TXN01261,2025-02-28,26274.54,inflow,Consulting fee
TXN01262,2024-11-20,18165.34,inflow,Client payment received
TXN01263,2024-04-27,69839.33,outflow,Travel expense
TXN01264,2024-06-21,27574.29,inflow,Invoice settlement
TXN01265,2024-09-18,26683.43,outflow,Software subscription
TXN01266,2024-11-10,39948.29,outflow,Software subscription
TXN01267,2024-03-01,27413.61,outflow,Utility bill
TXN01268,2024-07-04,22917.95,inflow,Client payment received
TXN01269,2024-11-01,85561.14,inflow,Service fee collected
TXN01270,2024-05-25,151890.65,inflow,Service fee collected
TXN01271,2024-09-21,71299.2,inflow,Client payment received
TXN01272,2024-02-23,56043.58,inflow,Consulting fee
TXN01273,2025-08-23,69450.35,inflow,Consulting fee
TXN01274,2025-05-31,38790.24,inflow,Client payment received
TXN01275,2024-10-02,35818.88,inflow,Subscription revenue
TXN01276,2025-07-20,246306.46,inflow,Subscription revenue
TXN01277,2024-01-30,168254.98,inflow,Invoice settlement
TXN01278,2024-01-20,22448.88,inflow,Consulting fee
TXN01279,2025-11-22,146836.87,inflow,Consulting fee
TXN01280,2025-10-29,41583.47,outflow,Marketing expense
TXN01281,2025-08-04,41352.03,inflow,Client payment received
TXN01282,2025-10-13,95667.12,outflow,Software subscription
TXN01283,2025-01-17,24183.2,outflow,Software subscription
TXN01284,2024-09-08,27006.53,outflow,Vendor payment
TXN01285,2025-07-22,32570.33,outflow,Salary payment
TXN01286,2025-04-20,8204.13,outflow,Marketing expense
TXN01287,2025-10-30,35629.76,outflow,Salary payment
TXN01288,2024-03-02,7277.21,outflow,Insurance premium
TXN01289,2024-10-06,45743.0,outflow,Vendor payment
TXN01290,2024-12-25,44221.28,outflow,Office supplies
TXN01291,2025-08-22,56407.28,outflow,Marketing expense
TXN01292,2024-02-16,67898.92,inflow,Consulting fee
TXN01293,2025-07-30,477605.17,inflow,Client payment received
TXN01294,2025-02-08,7117.01,outflow,Software subscription
TXN01295,2025-07-23,21692.03,outflow,Vendor payment
TXN01296,2024-08-03,50989.43,outflow,Utility bill
TXN01297,2025-11-29,71423.3,outflow,Marketing expense
TXN01298,2025-12-25,18098.57,outflow,Office supplies
TXN01299,2025-11-09,73965.34,outflow,Utility bill
TXN01300,2024-08-03,6829.68,outflow,Utility bill
TXN01301,2024-01-17,11566.07,outflow,Software subscription
TXN01302,2025-10-23,39796.67,outflow,Insurance premium
TXN01303,2024-01-05,27560.92,outflow,Software subscription
TXN01304,2025-02-27,60088.33,outflow,Insurance premium
TXN01305,2025-02-06,44966.42,outflow,Rent payment
TXN01306,2025-07-05,23441.84,inflow,Project milestone payment
TXN01307,2025-03-31,60279.47,outflow,Utility bill
TXN01308,2025-01-20,34222.43,outflow,Utility bill
TXN01309,2025-01-31,83095.72,inflow,Project milestone payment
TXN01310,2024-01-09,80968.03,inflow,Service fee collected
TXN01311,2024-07-16,28490.44,inflow,Invoice settlement
TXN01312,2024-01-21,48593.42,outflow,Utility bill
TXN01313,2024-07-15,51186.95,inflow,Consulting fee
TXN01314,2025-10-02,116938.06,inflow,Project milestone payment
TXN01315,2024-08-14,161082.89,inflow,Subscription revenue
TXN01316,2025-01-06,32975.08,inflow,Subscription revenue
TXN01317,2025-12-21,65833.75,outflow,Office supplies
TXN01318,2024-01-08,25785.77,inflow,Project milestone payment
TXN01319,2025-02-09,22830.68,inflow,Service fee collected
TXN01320,2025-08-05,21890.87,outflow,Software subscription
TXN01321,2025-07-19,35947.76,inflow,Project milestone payment
TXN01322,2025-08-02,31928.67,outflow,Software subscription
TXN01323,2024-03-07,8935.95,outflow,Rent payment
TXN01324,2024-05-10,63769.41,inflow,Consulting fee
TXN01325,2024-08-21,19587.53,outflow,Marketing expense
TXN01326,2024-07-15,4849.45,outflow,Salary payment
TXN01327,2025-12-10,39442.72,outflow,Marketing expense
TXN01328,2025-11-28,88764.94,outflow,Insurance premium
TXN01329,2024-01-03,51629.54,outflow,Salary payment
TXN01330,2024-11-26,47165.49,inflow,Subscription revenue
TXN01331,2024-10-07,30774.31,inflow,Consulting fee
TXN01332,2025-04-22,44209.02,outflow,Travel expense
TXN01333,2024-02-14,15648.39,outflow,Office supplies
TXN01334,2024-02-18,34767.36,inflow,Subscription revenue
TXN01335,2025-06-29,474806.83,inflow,Client payment received
TXN01336,2025-02-05,160666.65,inflow,Client payment received
TXN01337,2025-08-08,19072.46,outflow,Office supplies
TXN01338,2025-12-07,93664.43,inflow,Client payment received
TXN01339,2024-09-12,178830.03,inflow,Service fee collected
TXN01340,2024-11-14,75375.53,inflow,Project milestone payment
TXN01341,2024-04-09,12202.12,inflow,Subscription revenue
TXN01342,2024-01-25,29009.42,outflow,Utility bill
TXN01343,2024-09-13,28933.83,inflow,Subscription revenue
TXN01344,2024-09-01,18676.84,outflow,Salary payment
TXN01345,2024-12-07,16767.12,outflow,Office supplies
TXN01346,2024-03-15,9136.28,outflow,Insurance premium
TXN01347,2024-04-07,14004.1,outflow,Rent payment
TXN01348,2024-03-28,40577.44,outflow,Salary payment
TXN01349,2025-01-21,98029.49,inflow,Project milestone payment
TXN01350,2024-03-07,121488.51,outflow,Salary payment
TXN01351,2025-03-28,22524.67,inflow,Consulting fee
TXN01352,2025-10-03,21708.43,inflow,Client payment received
TXN01353,2025-11-24,115205.01,inflow,Client payment received
TXN01354,2024-10-28,8832.34,outflow,Vendor payment
TXN01355,2024-04-08,4504.87,outflow,Vendor payment
TXN01356,2024-08-26,43553.29,outflow,Salary payment
TXN01357,2025-04-09,14568.89,inflow,Subscription revenue
TXN01358,2025-09-27,12823.1,outflow,Utility bill
TXN01359,2025-10-28,48020.81,outflow,Salary payment
TXN01360,2025-04-09,23533.05,outflow,Office supplies
TXN01361,2024-04-20,28023.16,inflow,Consulting fee
TXN01362,2025-12-31,12986.44,inflow,Invoice settlement
TXN01363,2025-08-09,21339.27,inflow,Consulting fee
TXN01364,2024-09-19,22349.47,inflow,Subscription revenue
TXN01365,2025-09-27,24371.12,inflow,Invoice settlement
TXN01366,2024-05-20,36011.66,outflow,Salary payment
TXN01367,2024-05-10,50741.54,inflow,Subscription revenue
TXN01368,2025-06-09,18683.99,outflow,Utility bill
TXN01369,2024-11-14,31983.44,outflow,Travel expense
TXN01370,2024-05-29,219178.16,inflow,Service fee collected
TXN01371,2025-09-09,52827.34,inflow,Service fee collected
TXN01372,2024-01-09,70916.06,outflow,Software subscription
TXN01373,2024-02-28,20772.05,inflow,Consulting fee
TXN01374,2024-02-25,29980.57,inflow,Invoice settlement
TXN01375,2024-07-24,17084.27,outflow,Office supplies
TXN01376,2024-03-11,54002.49,inflow,Project milestone payment
TXN01377,2025-05-02,32566.66,outflow,Insurance premium
TXN01378,2025-09-06,34299.84,outflow,Utility bill
TXN01379,2025-09-22,3513.91,inflow,Service fee collected
TXN01380,2024-06-15,14986.01,inflow,Client payment received
TXN01381,2025-05-22,47217.47,inflow,Client payment received
TXN01382,2025-10-16,305952.97,inflow,Invoice settlement
TXN01383,2025-04-22,14723.79,outflow,Office supplies
TXN01384,2025-05-07,131201.36,outflow,Utility bill
TXN01385,2025-01-19,9583.73,inflow,Invoice settlement
TXN01386,2024-01-07,46394.76,inflow,Client payment received
TXN01387,2025-01-01,30940.47,inflow,Client payment received
TXN01388,2024-05-25,22152.44,inflow,Invoice settlement
TXN01389,2025-10-08,58903.1,outflow,Utility bill
TXN01390,2024-02-14,20730.39,outflow,Office supplies
TXN01391,2024-07-21,8058.15,inflow,Invoice settlement
TXN01392,2024-09-25,4588.89,outflow,Utility bill
TXN01393,2025-07-21,12566.94,inflow,Invoice settlement
TXN01394,2024-01-23,68373.14,inflow,Service fee collected
TXN01395,2024-04-13,29686.26,inflow,Project milestone payment
TXN01396,2024-05-20,102255.03,inflow,Client payment received
TXN01397,2024-12-12,25442.27,outflow,Marketing expense
TXN01398,2025-04-12,47966.64,inflow,Service fee collected
TXN01399,2025-11-07,213726.61,inflow,Consulting fee
TXN01400,2025-09-30,18969.08,outflow,Rent payment
TXN01401,2024-05-01,257568.2,inflow,Invoice settlement
TXN01402,2024-07-13,71644.98,inflow,Subscription revenue
TXN01403,2025-12-12,18389.29,inflow,Consulting fee
TXN01404,2025-03-15,8397.69,outflow,Office supplies
TXN01405,2024-02-17,6960.0,outflow,Office supplies
TXN01406,2025-07-02,37678.75,inflow,Invoice settlement
TXN01407,2024-12-01,9251.19,inflow,Project milestone payment
TXN01408,2024-10-13,117916.05,outflow,Travel expense
TXN01409,2025-08-21,132083.48,outflow,Office supplies
TXN01410,2024-03-24,6114.49,outflow,Rent payment
TXN01411,2024-06-20,26928.65,outflow,Travel expense
TXN01412,2025-01-18,4584.19,outflow,Insurance premium
TXN01413,2024-07-02,73921.64,inflow,Service fee collected
TXN01414,2025-06-22,46852.88,outflow,Insurance premium
TXN01415,2025-04-30,36218.97,inflow,Subscription revenue
TXN01416,2025-10-15,36374.73,outflow,Salary payment
TXN01417,2024-07-31,18777.83,inflow,Invoice settlement
TXN01418,2025-04-07,22811.89,outflow,Vendor payment
TXN01419,2024-08-11,74150.51,inflow,Subscription revenue
TXN01420,2025-08-08,30119.47,inflow,Service fee collected
TXN01421,2024-09-17,58682.98,outflow,Software subscription
TXN01422,2024-03-27,18247.07,inflow,Consulting fee
TXN01423,2024-12-26,34327.24,inflow,Client payment received
TXN01424,2025-04-21,4223.82,outflow,Utility bill
TXN01425,2025-03-12,141134.15,outflow,Vendor payment
TXN01426,2025-02-22,4960.13,inflow,Subscription revenue
TXN01427,2024-11-20,143736.14,inflow,Client payment received
TXN01428,2024-07-02,55647.85,inflow,Service fee collected
TXN01429,2025-10-22,46945.53,inflow,Client payment received
TXN01430,2024-10-28,14049.93,outflow,Travel expense
TXN01431,2025-07-13,15221.01,outflow,Marketing expense
TXN01432,2024-08-21,24550.83,inflow,Client payment received
TXN01433,2025-01-03,21508.84,inflow,Invoice settlement
TXN01434,2024-12-07,5636.23,inflow,Service fee collected
TXN01435,2024-09-13,65055.65,inflow,Project milestone payment
TXN01436,2024-10-08,90798.31,inflow,Consulting fee
TXN01437,2024-05-21,16674.68,outflow,Travel expense
TXN01438,2024-09-24,34742.61,inflow,Service fee collected
TXN01439,2024-10-15,45439.29,outflow,Vendor payment
TXN01440,2025-02-19,7293.79,outflow,Salary payment
TXN01441,2025-04-28,6036.48,outflow,Software subscription
TXN01442,2025-02-11,36655.01,inflow,Project milestone payment
TXN01443,2024-08-02,16940.3,outflow,Travel expense
TXN01444,2025-08-24,15668.54,outflow,Insurance premium
TXN01445,2025-04-17,66456.3,inflow,Client payment received
TXN01446,2024-11-16,20871.35,outflow,Vendor payment
TXN01447,2025-12-15,73429.55,inflow,Subscription revenue
TXN01448,2025-04-05,91107.01,outflow,Salary payment
TXN01449,2025-01-18,296489.75,inflow,Invoice settlement
TXN01450,2024-11-08,57207.45,outflow,Salary payment
TXN01451,2025-05-26,3277.19,outflow,Utility bill
TXN01452,2024-12-13,88763.82,inflow,Subscription revenue
TXN01453,2025-12-03,99342.04,outflow,Travel expense
TXN01454,2024-11-02,61653.6,inflow,Client payment received
TXN01455,2025-08-04,12929.16,outflow,Software subscription
